,Lst,Rto,Sce,Yli,s2,s3,s4
Lst|G1IA6-17289-MONOMER,Lipst1_1_109194,9173,YPR186C,YALI0F05104g,0.443,0.393,0.374
Lst|G1IA6-21687-MONOMER,Lipst1_1_55487,11705,YLR168C,YALI0D18854g,0.187,0.658,0.735
Lst|G1IA6-18609-MONOMER,Lipst1_1_103529,11023,,YALI0F03619g,1.308,,0.482
Lst|G1IA6-19516-MONOMER,Lipst1_1_2986,12104,,,0.798,,
Lst|G1IA6-21436-MONOMER,Lipst1_1_84642,10039,YLR191W,YALI0C05775g,0.45,0.498,0.468
Lst|G1IA6-24329-MONOMER,Lipst1_1_7301,,,YALI0D07788g,,,0.244
Lst|G1IA6-22523-MONOMER,Lipst1_1_65304,,,YALI0B09383g,,,0.348
Lst|G1IA6-21012-MONOMER,Lipst1_1_309963,14817,,,0.325,,
Lst|G1IA6-22999-MONOMER,Lipst1_1_107301,14999,,,0.206,,
Lst|G1IA6-17253-MONOMER,Lipst1_1_102530,15864,,YALI0F17248g,1.944,,1.588
Lst|G1IA6-17622-MONOMER,Lipst1_1_61026,14774,,,1.327,,
Lst|G1IA6-23385-MONOMER,Lipst1_1_37528,15645,YEL040W,YALI0B15510g,0.578,1.134,1.215
Lst|G1IA6-22195-MONOMER,Lipst1_1_73816,16197,YGR255C,YALI0A09042g,0.941,1.14,1.346
Lst|G1IA6-21337-MONOMER,Lipst1_1_72592,16729,YBR136W,YALI0F20636g,1.944,1.801,1.226
Lst|G1IA6-23971-MONOMER,Lipst1_1_6962,11146,YNL022C,YALI0D09691g,0.476,0.958,0.902
Lst|G1IA6-16725-MONOMER,Lipst1_1_381,13675,YMR024W,YALI0D18150g,0.261,0.474,0.418
Lst|G1IA6-20170-MONOMER,Lipst1_1_3617,12704,YBL030C,YALI0F19712g,1.748,1.773,1.486
Lst|G1IA6-18046-MONOMER,Lipst1_1_1605,14617,YLR020C,YALI0E00528g,0.773,0.715,0.943
Lst|G1IA6-19492-MONOMER,Lipst1_1_2908,10417,YPL211W,YALI0E34287g,1.029,1.038,0.909
Lst|G1IA6-21460-MONOMER,Lipst1_1_112390,13871,,,0.448,,
Lst|G1IA6-17750-MONOMER,Lipst1_1_68332,16768,YJR102C,YALI0B16786g,0.578,0.3,0.373
Lst|G1IA6-17634-MONOMER,Lipst1_1_61232,10539,YDR291W,YALI0E15576g,1.944,1.801,1.588
Lst|G1IA6-17319-MONOMER,Lipst1_1_1156,11708,YHR016C,YALI0E05621g,0.73,1.289,1.149
Lst|G1IA6-21467-MONOMER,Lipst1_1_118932,12178,YLR117C,YALI0F18392g,1.944,1.187,1.588
Lst|G1IA6-22420-MONOMER,Lipst1_1_5453,10380,YLR299W,YALI0C20669g,1.777,0.066,1.507
Lst|G1IA6-20868-MONOMER,Lipst1_1_72196,13979,,YALI0D22748g,1.273,,0.543
Lst|G1IA6-18488-MONOMER,Lipst1_1_69192,10220,YGL154C,YALI0E09306g,0.111,0.101,0.305
Lst|G1IA6-21819-MONOMER,Lipst1_1_73432,14720,YLR388W,YALI0B08748g,0.307,0.28,0.209
Lst|G1IA6-24021-MONOMER,Lipst1_1_76056,,,YALI0B21164g,,,0.11
Lst|G1IA6-21281-MONOMER,Lipst1_1_55045,10685,YHR051W,YALI0E10144g,0.373,0.504,0.44
Lst|G1IA6-18924-MONOMER,Lipst1_1_26396,9302,YDL091C,YALI0D14784g,0.338,0.334,0.919
Lst|G1IA6-17483-MONOMER,Lipst1_1_216890,12962,YDR140W,YALI0F18414g,0.34,0.575,0.594
Lst|G1IA6-18529-MONOMER,Lipst1_1_69365,,YJL137C,YALI0C21065g,,0.327,0.311
Lst|G1IA6-17620-MONOMER,Lipst1_1_49241,16062,YNR052C,YALI0B12496g,1.091,0.703,0.735
Lst|G1IA6-17746-MONOMER,Lipst1_1_68321,15840,YGR083C,YALI0E00198g,0.901,1.212,1.255
Lst|G1IA6-23155-MONOMER,Lipst1_1_6223,,,YALI0B11528g,,,0.09
Lst|G1IA6-19928-MONOMER,Lipst1_1_27787,8875,,,0.432,,
Lst|G1IA6-18585-MONOMER,Lipst1_1_91505,,YPR194C,YALI0A00110g,,1.801,1.588
Lst|G1IA6-21365-MONOMER,Lipst1_1_72743,11541,YJR064W,YALI0E21692g,1.944,1.801,1.588
Lst|G1IA6-20267-MONOMER,Lipst1_1_71185,,YGR080W,YALI0E34687g,,0.344,0.366
Lst|G1IA6-24459-MONOMER,Lipst1_1_60068,,YLR154W-E,,,0.239,
Lst|G1IA6-16727-MONOMER,Lipst1_1_38293,12599,YEL007W,YALI0B18282g,0.333,0.325,0.696
Lst|G1IA6-18575-MONOMER,Lipst1_1_79266,16575,YJR017C,YALI0B14663g,0.585,0.455,0.612
Lst|G1IA6-22359-MONOMER,Lipst1_1_161758,,YLR337C,,,0.072,
Lst|G1IA6-22172-MONOMER,Lipst1_1_73715,8781,YLR056W,YALI0D20878g,0.86,1.352,1.233
Lst|G1IA6-21404-MONOMER,Lipst1_1_72905,16191,YIL021W,YALI0F05566g,0.955,1.233,1.039
Lst|G1IA6-21617-MONOMER,Lipst1_1_4803,9468,YJL087C,YALI0D14916g,1.252,1.584,1.381
Lst|G1IA6-19356-MONOMER,Lipst1_1_2663,9094,,,0.976,,
Lst|G1IA6-18114-MONOMER,Lipst1_1_1886,14663,,,1.085,,
Lst|G1IA6-20415-MONOMER,Lipst1_1_82636,15889,YIL097W,YALI0E30085g,0.519,0.299,0.683
Lst|G1IA6-23529-MONOMER,Lipst1_1_75459,,,YALI0E08085g,,,0.095
Lst|G1IA6-20609-MONOMER,Lipst1_1_3803,13668,YPR190C,YALI0F08635g,0.192,0.356,0.945
Lst|G1IA6-23584-MONOMER,Lipst1_1_87818,15258,YDL143W,YALI0F20416g,1.944,1.801,1.588
Lst|G1IA6-16388-MONOMER,Lipst1_1_101401,14467,YGR119C,YALI0A20702g,0.347,0.388,0.795
Lst|G1IA6-18707-MONOMER,Lipst1_1_2195,16681,YJR109C,YALI0C23969g,1.944,1.801,1.588
Lst|G1IA6-18476-MONOMER,Lipst1_1_69131,,,YALI0F07447g,,,0.263
Lst|G1IA6-22898-MONOMER,Lipst1_1_74628,,YCL031C,YALI0C13596g,,0.148,0.238
Lst|G1IA6-21202-MONOMER,Lipst1_1_4474,15394,YDL030W,YALI0F09493g,1.058,0.557,0.768
Lst|G1IA6-23403-MONOMER,Lipst1_1_58722,10955,YDL159W,,1.244,0.838,
Lst|G1IA6-20470-MONOMER,Lipst1_1_118138,,YBR235W,YALI0B04378g,,1.801,1.588
Lst|G1IA6-23806-MONOMER,Lipst1_1_75768,16484,YOR143C,YALI0E21351g,0.386,0.251,0.491
Lst|G1IA6-22030-MONOMER,Lipst1_1_5167,11915,YPR132W,YALI0A20746g,0.944,0.956,0.839
Lst|G1IA6-20503-MONOMER,Lipst1_1_294383,12665,YPL123C,YALI0C23991g,0.925,0.587,0.737
Lst|G1IA6-17419-MONOMER,Lipst1_1_207162,,YBR030W,YALI0B08624g,,0.167,0.25
Lst|G1IA6-23428-MONOMER,Lipst1_1_6435,15148,YLR290C,YALI0E27764g,0.252,0.371,0.294
Lst|G1IA6-19233-MONOMER,Lipst1_1_70343,13860,YOR160W,YALI0D01133g,1.756,1.759,1.588
Lst|G1IA6-24352-MONOMER,Lipst1_1_76570,14031,YJL035C,YALI0E13728g,0.514,0.563,0.824
Lst|G1IA6-20595-MONOMER,Lipst1_1_3763,,,YALI0F09581g,,,0.097
Lst|G1IA6-16444-MONOMER,Lipst1_1_114557,14648,YJL031C,YALI0E13662g,0.737,0.724,0.735
Lst|G1IA6-19271-MONOMER,Lipst1_1_104249,14112,YLR383W,YALI0F02365g,1.865,1.072,0.356
Lst|G1IA6-17566-MONOMER,Lipst1_1_38187,14502,YMR171C,YALI0A18898g,1.117,0.562,1.06
Lst|G1IA6-22203-MONOMER,Lipst1_1_73852,15904,,YALI0C10824g,0.121,,0.172
Lst|G1IA6-17455-MONOMER,Lipst1_1_212230,,,YALI0D24057g,,,0.149
Lst|G1IA6-16652-MONOMER,Lipst1_1_207,16573,YPR023C,YALI0D09845g,0.678,0.568,0.811
Lst|G1IA6-22738-MONOMER,Lipst1_1_40481,10281,YJR101W,YALI0B16742g,0.187,0.446,0.475
Lst|G1IA6-20698-MONOMER,Lipst1_1_4078,11159,YLR401C,YALI0E26048g,1.41,1.801,1.588
Lst|G1IA6-16782-MONOMER,Lipst1_1_470,13596,,,0.205,,
Lst|G1IA6-19875-MONOMER,Lipst1_1_104759,14918,YGR200C,YALI0C23386g,1.223,1.715,1.53
Lst|G1IA6-19213-MONOMER,Lipst1_1_70270,9902,YER122C,YALI0D00693g,0.908,0.768,0.814
Lst|G1IA6-19164-MONOMER,Lipst1_1_70043,16639,,YALI0F14421g,0.941,,0.889
Lst|G1IA6-17059-MONOMER,Lipst1_1_67513,14258,YLL018C,YALI0D22264g,1.889,1.801,1.588
Lst|G1IA6-20854-MONOMER,Lipst1_1_72156,9425,YDR062W,YALI0F15345g,1.944,1.801,1.588
Lst|G1IA6-17708-MONOMER,Lipst1_1_68153,8992,YLR429W,YALI0A19470g,1.43,1.801,1.588
Lst|G1IA6-18251-MONOMER,Lipst1_1_239921,11542,YDL045C,YALI0D25564g,0.551,0.339,0.681
Lst|G1IA6-19745-MONOMER,Lipst1_1_70649,14361,YFR005C,YALI0E13167g,1.542,0.719,1.147
Lst|G1IA6-16681-MONOMER,Lipst1_1_288,,,YALI0E33319g,,,0.759
Lst|G1IA6-18519-MONOMER,Lipst1_1_69330,9432,YEL036C,YALI0C04004g,0.636,1.677,1.56
Lst|G1IA6-21075-MONOMER,Lipst1_1_318678,15027,YMR301C,YALI0E08030g,1.944,1.801,1.588
Lst|G1IA6-19986-MONOMER,Lipst1_1_285762,11305,YNL132W,YALI0B14751g,1.944,1.801,1.588
Lst|G1IA6-18059-MONOMER,Lipst1_1_1667,10826,YKL113C,YALI0F20042g,1.446,1.425,1.436
Lst|G1IA6-18319-MONOMER,Lipst1_1_44122,8956,YNL278W,YALI0F22165g,0.201,0.905,1.011
Lst|G1IA6-21859-MONOMER,Lipst1_1_97130,9914,YPL084W,YALI0A18766g,1.382,0.621,1.243
Lst|G1IA6-20969-MONOMER,Lipst1_1_105766,,YOR163W,YALI0A04675g,,0.533,0.364
Lst|G1IA6-22327-MONOMER,Lipst1_1_157098,12445,YJR133W,YALI0E16753g,0.693,0.856,0.946
Lst|G1IA6-22934-MONOMER,Lipst1_1_74787,12166,YPR144C,YALI0F20284g,0.953,1.139,1.268
Lst|G1IA6-17279-MONOMER,Lipst1_1_1064,9589,YBR196C,YALI0F07711g,1.944,1.801,1.588
Lst|G1IA6-17309-MONOMER,Lipst1_1_1150,13301,YHR154W,YALI0B15576g,0.366,0.262,0.959
Lst|G1IA6-21259-MONOMER,Lipst1_1_54629,14288,YKL144C,YALI0D11396g,0.484,0.729,0.665
Lst|G1IA6-23232-MONOMER,Lipst1_1_75025,12061,,,0.771,,
Lst|G1IA6-16588-MONOMER,Lipst1_1_140968,9007,YDL230W,YALI0F30943g,0.26,0.442,0.341
Lst|G1IA6-17116-MONOMER,Lipst1_1_67739,,YGL056C,YALI0E17325g,,0.978,0.943
Lst|G1IA6-19961-MONOMER,Lipst1_1_281757,15414,YNL238W,YALI0F13189g,1.944,1.801,1.588
Lst|G1IA6-20554-MONOMER,Lipst1_1_303222,13075,YML030W,YALI0C16456g,0.121,0.183,0.245
Lst|G1IA6-17209-MONOMER,Lipst1_1_89533,10234,,YALI0A21010g,0.141,,0.22
Lst|G1IA6-23956-MONOMER,Lipst1_1_6908,10346,,,0.385,,
Lst|G1IA6-20674-MONOMER,Lipst1_1_4020,10478,,,0.304,,
Lst|G1IA6-16728-MONOMER,Lipst1_1_383,10983,YKR060W,YALI0E10109g,0.369,0.123,0.338
Lst|G1IA6-16865-MONOMER,Lipst1_1_60421,15852,YDR155C,YALI0C10230g,0.944,0.88,0.776
Lst|G1IA6-18420-MONOMER,Lipst1_1_68908,9138,,YALI0F03003g,0.24,,0.655
Lst|G1IA6-17510-MONOMER,Lipst1_1_222261,10198,YHR068W,YALI0B00726g,1.647,1.801,1.588
Lst|G1IA6-18532-MONOMER,Lipst1_1_69377,12748,YJR073C,YALI0E12441g,0.787,0.77,0.797
Lst|G1IA6-24087-MONOMER,Lipst1_1_199926,9744,,YALI0C02387g,0.159,,0.342
Lst|G1IA6-19086-MONOMER,Lipst1_1_69703,16224,YGR029W,YALI0D25894g,0.407,0.545,0.402
Lst|G1IA6-23394-MONOMER,Lipst1_1_58405,16281,YKL148C,YALI0D11374g,1.944,1.801,1.588
Lst|G1IA6-18885-MONOMER,Lipst1_1_257252,13170,YKL179C,YALI0C18821g,1.543,0.891,1.138
Lst|G1IA6-19398-MONOMER,Lipst1_1_271329,,,YALI0F16753g,,,0.446
Lst|G1IA6-23398-MONOMER,Lipst1_1_58567,,YPR194C,YALI0A03949g,,1.801,1.588
Lst|G1IA6-22546-MONOMER,Lipst1_1_74168,11445,YBR004C,YALI0F11649g,0.229,0.425,0.8
Lst|G1IA6-20721-MONOMER,Lipst1_1_4181,15442,YNL154C,YALI0E26609g,1.944,1.725,1.588
Lst|G1IA6-22842-MONOMER,Lipst1_1_6051,9923,,YALI0D25542g,1.041,,1.122
Lst|G1IA6-20651-MONOMER,Lipst1_1_3931,9825,YER091C,YALI0E12683g,1.944,1.801,1.588
Lst|G1IA6-19137-MONOMER,Lipst1_1_69929,10689,YNR038W,YALI0B22572g,0.983,0.785,0.934
Lst|G1IA6-23139-MONOMER,Lipst1_1_6167,10619,YGR078C,YALI0B08844g,0.309,0.501,0.565
Lst|G1IA6-19984-MONOMER,Lipst1_1_285732,,YPL028W,YALI0B08536g,,1.761,1.588
Lst|G1IA6-22400-MONOMER,Lipst1_1_37797,9575,YGL038C,YALI0F07260g,0.085,0.629,0.871
Lst|G1IA6-18876-MONOMER,Lipst1_1_2558,11553,,,0.824,,
Lst|G1IA6-18843-MONOMER,Lipst1_1_2524,14597,YLR153C,YALI0F05962g,1.944,1.801,1.588
Lst|G1IA6-18763-MONOMER,Lipst1_1_2423,12016,YNR046W,YALI0E24761g,0.279,0.383,0.401
Lst|G1IA6-24286-MONOMER,Lipst1_1_76503,12455,,,0.52,,
Lst|G1IA6-18996-MONOMER,Lipst1_1_51169,13469,YOR085W,YALI0D11066g,0.522,0.321,0.615
Lst|G1IA6-21279-MONOMER,Lipst1_1_55011,16013,YBL057C,YALI0E27412g,0.451,0.414,0.329
Lst|G1IA6-23509-MONOMER,Lipst1_1_75376,12478,,YALI0D17226g,0.175,,0.205
Lst|G1IA6-22486-MONOMER,Lipst1_1_5680,14661,YHR012W,YALI0E19987g,0.725,0.505,0.558
Lst|G1IA6-22401-MONOMER,Lipst1_1_38690,15568,YBR267W,YALI0B08734g,0.396,0.801,0.691
Lst|G1IA6-17336-MONOMER,Lipst1_1_1197,11643,,,0.395,,
Lst|G1IA6-20741-MONOMER,Lipst1_1_53798,10430,YLR328W,YALI0E25652g,0.953,1.617,1.506
Lst|G1IA6-18176-MONOMER,Lipst1_1_228661,,,YALI0D04224g,,,0.094
Lst|G1IA6-22181-MONOMER,Lipst1_1_73742,10228,YER141W,YALI0F24651g,1.148,1.525,1.49
Lst|G1IA6-22976-MONOMER,Lipst1_1_86538,,,YALI0D02937g,,,0.828
Lst|G1IA6-21934-MONOMER,Lipst1_1_148853,9900,YDR354W,YALI0D27170g,1.107,0.762,1.04
Lst|G1IA6-20128-MONOMER,Lipst1_1_3470,9950,YPL154C,YALI0F27071g,1.663,1.789,1.564
Lst|G1IA6-16390-MONOMER,Lipst1_1_101415,10674,YLR295C,YALI0F04774g,0.116,0.146,0.196
Lst|G1IA6-17749-MONOMER,Lipst1_1_68327,13191,YKL002W,,0.874,0.789,
Lst|G1IA6-17306-MONOMER,Lipst1_1_1136,,YKL171W,YALI0F16159g,,0.248,0.429
Lst|G1IA6-18483-MONOMER,Lipst1_1_69167,14768,YPL199C,YALI0E01694g,0.348,0.43,0.496
Lst|G1IA6-18617-MONOMER,Lipst1_1_103650,16511,YBR111C,YALI0F26125g,0.408,0.65,0.811
Lst|G1IA6-18742-MONOMER,Lipst1_1_2352,13206,YIL043C,YALI0D04983g,1.115,0.938,1.032
Lst|G1IA6-19848-MONOMER,Lipst1_1_81791,13223,YJL190C,YALI0D05731g,0.83,0.855,0.723
Lst|G1IA6-23426-MONOMER,Lipst1_1_6427,15138,YBL084C,YALI0A19712g,0.957,1.033,1.297
Lst|G1IA6-22514-MONOMER,Lipst1_1_65208,,YIL147C,YALI0F08789g,,1.712,1.51
Lst|G1IA6-17581-MONOMER,Lipst1_1_48116,,,YALI0E27093g,,,0.753
Lst|G1IA6-19148-MONOMER,Lipst1_1_69958,,YGR021W,YALI0E16214g,,0.516,0.448
Lst|G1IA6-23455-MONOMER,Lipst1_1_6512,12827,,YALI0A14476g,0.258,,0.368
Lst|G1IA6-18874-MONOMER,Lipst1_1_255632,11389,YBR126C,YALI0E14685g,1.944,1.801,1.588
Lst|G1IA6-20141-MONOMER,Lipst1_1_3514,10964,,YALI0E15125g,1.408,,1.588
Lst|G1IA6-17057-MONOMER,Lipst1_1_67507,14269,YHR186C,YALI0E06919g,1.944,1.801,1.588
Lst|G1IA6-23801-MONOMER,Lipst1_1_75741,13495,,YALI0C14586g,0.987,,0.88
Lst|G1IA6-18074-MONOMER,Lipst1_1_1735,13477,YPL152W,YALI0E04642g,1.378,1.221,1.042
Lst|G1IA6-20339-MONOMER,Lipst1_1_71508,15657,,YALI0D26664g,0.646,,0.671
Lst|G1IA6-17055-MONOMER,Lipst1_1_67497,15044,,YALI0E27896g,0.094,,0.116
Lst|G1IA6-23111-MONOMER,Lipst1_1_58042,11485,,YALI0E04378g,0.393,,0.427
Lst|G1IA6-23451-MONOMER,Lipst1_1_6494,11746,,,0.62,,
Lst|G1IA6-24351-MONOMER,Lipst1_1_76563,,,YALI0F04213g,,,0.384
Lst|G1IA6-20585-MONOMER,Lipst1_1_33088,11205,YDR511W,YALI0C09548g,0.223,0.351,0.322
Lst|G1IA6-20717-MONOMER,Lipst1_1_4162,,YER080W,YALI0D17160g,,1.017,1.181
Lst|G1IA6-20388-MONOMER,Lipst1_1_71706,10711,,,0.516,,
Lst|G1IA6-21608-MONOMER,Lipst1_1_4768,16034,YDR080W,YALI0F17710g,1.732,1.336,1.584
Lst|G1IA6-17791-MONOMER,Lipst1_1_68565,9683,YKR086W,YALI0B15642g,1.944,1.801,1.588
Lst|G1IA6-17874-MONOMER,Lipst1_1_859,11737,YMR135C,YALI0D10791g,0.425,0.083,0.515
Lst|G1IA6-21681-MONOMER,Lipst1_1_55318,12521,YGL200C,YALI0E34852g,0.659,0.672,0.572
Lst|G1IA6-16602-MONOMER,Lipst1_1_142405,10657,YHR039C,YALI0E11341g,1.582,1.801,1.588
Lst|G1IA6-22257-MONOMER,Lipst1_1_85453,,,YALI0F14245g,,,0.514
Lst|G1IA6-21888-MONOMER,Lipst1_1_112587,13955,,,1.657,,
Lst|G1IA6-18637-MONOMER,Lipst1_1_110148,11436,YBL080C,YALI0E09240g,0.662,1.023,1.025
Lst|G1IA6-16634-MONOMER,Lipst1_1_152,10161,YNL185C,YALI0D22088g,0.446,0.565,0.502
Lst|G1IA6-22777-MONOMER,Lipst1_1_5798,11777,,YALI0A11473g,1.944,,1.588
Lst|G1IA6-24314-MONOMER,Lipst1_1_31068,11777,,YALI0A11473g,1.944,,1.588
Lst|G1IA6-18681-MONOMER,Lipst1_1_2100,14184,YLR001C,YALI0B08096g,0.141,0.381,0.371
Lst|G1IA6-20054-MONOMER,Lipst1_1_32493,,YKR105C,,,0.748,
Lst|G1IA6-16499-MONOMER,Lipst1_1_125814,,YOR352W,,,0.17,
Lst|G1IA6-20670-MONOMER,Lipst1_1_4013,16016,YDR234W,YALI0E02728g,1.944,1.801,1.588
Lst|G1IA6-17028-MONOMER,Lipst1_1_67395,10809,,YALI0D08250g,1.944,,1.588
Lst|G1IA6-21996-MONOMER,Lipst1_1_41739,9235,YNL310C,YALI0F03949g,0.145,0.212,0.255
Lst|G1IA6-22679-MONOMER,Lipst1_1_166724,9017,YPL082C,YALI0F31053g,1.944,1.801,1.588
Lst|G1IA6-23726-MONOMER,Lipst1_1_6707,,,YALI0F04444g,,,1.53
Lst|G1IA6-17568-MONOMER,Lipst1_1_38691,9964,YDR449C,YALI0F14377g,0.277,0.462,0.482
Lst|G1IA6-23961-MONOMER,Lipst1_1_6931,14371,YMR229C,YALI0E30217g,0.948,0.925,0.602
Lst|G1IA6-16855-MONOMER,Lipst1_1_601,9879,,,0.092,,
Lst|G1IA6-21390-MONOMER,Lipst1_1_72853,15179,,YALI0D24585g,0.911,,1.017
Lst|G1IA6-23538-MONOMER,Lipst1_1_75479,8561,YPL043W,YALI0A03509g,0.509,1.538,1.464
Lst|G1IA6-18850-MONOMER,Lipst1_1_253409,,,YALI0E03564g,,,0.072
Lst|G1IA6-18914-MONOMER,Lipst1_1_2604,12937,YDR479C,YALI0D11858g,0.122,0.553,0.481
Lst|G1IA6-20545-MONOMER,Lipst1_1_302288,14177,,,0.104,,
Lst|G1IA6-20520-MONOMER,Lipst1_1_297081,16712,,YALI0B10428g,0.726,,0.71
Lst|G1IA6-18069-MONOMER,Lipst1_1_1716,15421,,,1.944,,
Lst|G1IA6-21082-MONOMER,Lipst1_1_320273,10530,YDR117C,YALI0D12727g,0.319,0.754,1.02
Lst|G1IA6-20302-MONOMER,Lipst1_1_71356,9889,,YALI0B18920g,0.085,,0.245
Lst|G1IA6-21855-MONOMER,Lipst1_1_85136,13867,,YALI0D09427g,0.579,,0.698
Lst|G1IA6-19488-MONOMER,Lipst1_1_2892,12844,YCL057C-A,YALI0D18744g,0.113,0.322,0.284
Lst|G1IA6-17317-MONOMER,Lipst1_1_115575,15858,,,0.409,,
Lst|G1IA6-17187-MONOMER,Lipst1_1_77418,15448,YDR323C,YALI0E21824g,0.246,0.499,0.594
Lst|G1IA6-22191-MONOMER,Lipst1_1_73794,9365,YOL090W,YALI0F00154g,1.944,1.801,1.588
Lst|G1IA6-19414-MONOMER,Lipst1_1_2734,12438,YLR029C,YALI0D24387g,1.18,1.203,1.019
Lst|G1IA6-20314-MONOMER,Lipst1_1_71406,,YOL141W,YALI0E33209g,,0.926,1.588
Lst|G1IA6-22189-MONOMER,Lipst1_1_73782,16051,YGL201C,YALI0B16544g,1.944,1.801,1.588
Lst|G1IA6-22037-MONOMER,Lipst1_1_5179,9288,YBL029C-A,YALI0B00770g,0.131,0.164,0.173
Lst|G1IA6-19206-MONOMER,Lipst1_1_70252,,YDL063C,YALI0F18172g,,0.531,0.631
Lst|G1IA6-16898-MONOMER,Lipst1_1_641,8474,YGR047C,YALI0B00528g,1.303,1.324,1.454
Lst|G1IA6-17618-MONOMER,Lipst1_1_49224,,,YALI0E21604g,,,1.588
Lst|G1IA6-20523-MONOMER,Lipst1_1_298020,,,YALI0F04554g,,,0.344
Lst|G1IA6-21685-MONOMER,Lipst1_1_55453,11139,,YALI0A19492g,0.119,,0.14
Lst|G1IA6-18322-MONOMER,Lipst1_1_46389,10426,YNL313C,YALI0D00297g,0.77,1.475,1.54
Lst|G1IA6-21089-MONOMER,Lipst1_1_321512,10638,YNL298W,YALI0C22770g,1.944,1.786,1.588
Lst|G1IA6-16793-MONOMER,Lipst1_1_472,,YLR176C,YALI0E13596g,,0.36,1.252
Lst|G1IA6-21229-MONOMER,Lipst1_1_4573,12685,,YALI0C14564g,0.103,,0.161
Lst|G1IA6-20690-MONOMER,Lipst1_1_4054,14724,YIR029W,YALI0D18337g,0.831,1.207,1.099
Lst|G1IA6-21816-MONOMER,Lipst1_1_73425,,,YALI0E26301g,,,0.198
Lst|G1IA6-18124-MONOMER,Lipst1_1_1926,16607,YML054C,YALI0E21307g,1.944,1.801,1.588
Lst|G1IA6-20529-MONOMER,Lipst1_1_299096,,YGL151W,YALI0D20636g,,0.148,0.401
Lst|G1IA6-19882-MONOMER,Lipst1_1_104864,8478,YBL049W,YALI0C03696g,0.396,0.268,0.279
Lst|G1IA6-20649-MONOMER,Lipst1_1_3927,11402,,YALI0E09086g,1.944,,1.588
Lst|G1IA6-20601-MONOMER,Lipst1_1_3782,15346,,,0.481,,
Lst|G1IA6-22248-MONOMER,Lipst1_1_74016,16297,,,1.63,,
Lst|G1IA6-17318-MONOMER,Lipst1_1_115580,9265,YCR031C,YALI0D05753g,0.787,0.737,0.673
Lst|G1IA6-17005-MONOMER,Lipst1_1_67284,16422,YDL097C,YALI0D08976g,1.881,1.501,1.588
Lst|G1IA6-21179-MONOMER,Lipst1_1_4400,8495,,,1.326,,
Lst|G1IA6-21625-MONOMER,Lipst1_1_4833,11964,,,1.355,,
Lst|G1IA6-17022-MONOMER,Lipst1_1_67364,8433,YMR125W,YALI0A13101g,0.476,0.64,0.959
Lst|G1IA6-21353-MONOMER,Lipst1_1_72679,16186,YMR224C,YALI0B14553g,1.295,1.746,1.588
Lst|G1IA6-17628-MONOMER,Lipst1_1_61174,,,YALI0F09427g,,,0.092
Lst|G1IA6-16901-MONOMER,Lipst1_1_650,11983,,,0.39,,
Lst|G1IA6-23480-MONOMER,Lipst1_1_66043,14893,,,0.369,,
Lst|G1IA6-21086-MONOMER,Lipst1_1_321461,,,YALI0F15719g,,,0.076
Lst|G1IA6-20950-MONOMER,Lipst1_1_96089,14278,,YALI0D21450g,0.596,,0.444
Lst|G1IA6-24084-MONOMER,Lipst1_1_199598,11756,,,0.801,,
Lst|G1IA6-17594-MONOMER,Lipst1_1_48516,,YPR193C,YALI0B20328g,,0.346,0.453
Lst|G1IA6-16903-MONOMER,Lipst1_1_657,,YGR225W,YALI0B17270g,,0.899,0.668
Lst|G1IA6-20679-MONOMER,Lipst1_1_4031,9064,YLR291C,YALI0F24321g,0.6,1.237,1.167
Lst|G1IA6-22170-MONOMER,Lipst1_1_73711,14085,YCL034W,YALI0C05489g,0.615,0.277,0.463
Lst|G1IA6-24442-MONOMER,Lipst1_1_76715,8551,YOL073C,YALI0D00847g,0.255,0.255,0.495
Lst|G1IA6-16629-MONOMER,Lipst1_1_147,16717,,YALI0B14333g,1.537,,1.588
Lst|G1IA6-16749-MONOMER,Lipst1_1_43944,16664,YGR100W,YALI0B01628g,1.944,1.801,1.588
Lst|G1IA6-18243-MONOMER,Lipst1_1_239320,,,YALI0B13640g,,,0.516
Lst|G1IA6-24362-MONOMER,Lipst1_1_88852,10482,,,0.213,,
Lst|G1IA6-16429-MONOMER,Lipst1_1_108550,,YPL104W,YALI0F26433g,,1.298,1.448
Lst|G1IA6-17505-MONOMER,Lipst1_1_221420,10163,YGR091W,YALI0B13706g,0.864,0.556,0.899
Lst|G1IA6-16875-MONOMER,Lipst1_1_60599,,YPL047W,YALI0A18315g,,0.083,0.118
Lst|G1IA6-22595-MONOMER,Lipst1_1_74375,,,YALI0B03575g,,,0.539
Lst|G1IA6-18470-MONOMER,Lipst1_1_69108,10178,YOR021C,YALI0B18546g,0.53,0.652,0.677
Lst|G1IA6-16879-MONOMER,Lipst1_1_60674,15100,YOR286W,YALI0F29667g,0.283,0.326,0.308
Lst|G1IA6-23951-MONOMER,Lipst1_1_6880,16419,YOL040C,YALI0F05803g,0.891,0.625,0.572
Lst|G1IA6-17938-MONOMER,Lipst1_1_985,,YMR295C,YALI0B04950g,,0.23,0.288
Lst|G1IA6-23057-MONOMER,Lipst1_1_176635,10984,YHR132W-A,YALI0D26389g,0.212,0.193,0.274
Lst|G1IA6-16544-MONOMER,Lipst1_1_133074,14753,,YALI0C18997g,0.149,,0.292
Lst|G1IA6-16823-MONOMER,Lipst1_1_481,8741,YPL222W,YALI0F15191g,1.048,0.994,1.462
